Skill ID,Skill Name,Skill Type
BGSF421D0746FA682119,Affinity Photo,Specialized Skill
BGSA99F94D6D4A2B2A13,Affinity Publisher,Specialized Skill
BGSEDF0C2005B8E7264D,Affirmative Action Compliance,Specialized Skill
KS1209T6067D8QX7VM3K,Affirmative Defense,Specialized Skill
KS1209T77X4VMG6GKTZS,Affymetrix GeneChip Operating Software,Specialized Skill
KSXDCSEQS48D0MW9RVAQ,Aforge,Specialized Skill
KS1209X60JGM693XY6F6,African Dances,Specialized Skill
KSR43CNSBNTTP538JW4E,African Studies,Specialized Skill
ESDB1BF2EB851AEE157B,African-American History,Specialized Skill
ESD8F94FA156C6298D7D,African-American Literature,Specialized Skill
ES5D339161EE981DF64D,African-American Studies,Specialized Skill
ES8844E11D19457EC3AD,Africana Studies,Specialized Skill
ESBBBBACBA39B30028C8,Afrikaans Language,Specialized Skill
KS120B06XR4VDPVDMC86,After Sales Support,Specialized Skill
KS120B06LT2Q0W5H87GQ,Afterburner,Specialized Skill
KS7G1TH70G8J08TS4DD4,Aftercare,Specialized Skill
KS120T86G254GBWVRD61,Aftermarket Modifications,Specialized Skill
BGS70D1A942175516C1E,Aftermarket Sales,Specialized Skill
KS120B16BLKG4QR768NT,Agarose Gel Electrophoresis,Specialized Skill
KSRMPTI9M1EFJRPP8TFN,Agency Law,Specialized Skill
ESC253105AC7AD074AA6,Agency Management,Specialized Skill
KS120B26YY2GWSF7P44T,Agent Extensibility Protocols,Specialized Skill
KS120B261TTK27B1CGDT,Agent-Based Model,Specialized Skill
ES3810A544952569CB64,Agentic AI,Specialized Skill
ES852186EE721E4A4C95,Agentic Systems,Specialized Skill
KS120B561WMSBJ5G3MJT,AggFlow,Specialized Skill
KS120B56TCZG2J6WPDJ9,Agglutination,Specialized Skill
KSF4VDJCC2ZZ9XTSZRRQ,Aggregate Functions,Specialized Skill
KS120DT6HCHHCFXBLJR9,Aggregate Level Simulation Protocol,Specialized Skill
KS120B668QQHWZWMFCMG,Aggregate Planning,Specialized Skill
ES34724C262805809F97,Aggregate Reporting,Specialized Skill
KS120B667BGY529N1MF1,Aggregation Analysis,Specialized Skill
ESF4A28B6A7C06C693D2,Aggregation Framework,Specialized Skill
KSXCSC7MYGGXZPG9BON8,Aggregator,Specialized Skill
KS120B75YD1R11PPH918,Aggression Replacement Training,Specialized Skill
ES1C50BC9BA29155B243,Agile Auditing,Specialized Skill
BGS8094E7CD76B444A65,Agile Coaching,Specialized Skill
KS120B877X78XJ03K8VX,Agile Leadership,Specialized Skill
KS120B96BV0RVFP988G4,Agile Management,Specialized Skill
KS120B874P2P6BK1MQ0T,Agile Methodology,Specialized Skill
KS120FZ77Y2HF9CRQS2J,Agile Model Driven Development,Specialized Skill
KS120B96G7913WVKPLLS,Agile Modeling,Specialized Skill
ES2D2CA3BC2F2587FAAC,Agile Product Development,Specialized Skill
ES604F3CA3845047D040,Agile Product Management,Specialized Skill
ES5084E497CF6A499186,Agile Project Management,Specialized Skill
ESDA3100E54C874B7AAD,Agile Projects,Specialized Skill
ES9C0ADA3C9397DD6AED,Agile Software Development,Specialized Skill
KS120BB62Q72FBYRG5XC,Agile Testing,Specialized Skill
KS120BB6TZJLWQ8T3QK9,Agile Unified Process,Specialized Skill
KS120BB71J8L2SLL2RVW,Agilent ChemStation,Specialized Skill
KS120BC6BLYD8GXK5DSW,Agility,Specialized Skill
KS120B16VXYQQWNJ9M69,Aging Processes,Specialized Skill
KS120BG6ZM1GMLSN3RN2,Agribusiness,Specialized Skill
ESED5796F37AA58B6AD5,Agricultural Biotechnology,Specialized Skill
KS120BH6BG1SKJ41NYNV,Agricultural Chemistry,Specialized Skill
KSMOAVQNQGZ1H1CTHKNF,Agricultural Commodities,Specialized Skill
KS1204L7888Q7PBYLMRB,Agricultural Consumer And Environmental Sciences,Specialized Skill
ESC4CA48F9C73D02BF59,Agricultural Economics,Specialized Skill
KS120BH6H60Z842DNTMW,Agricultural Education,Specialized Skill
KS120BH6PS2QLCCZ7Q3H,Agricultural Engineering,Specialized Skill
KS120BH6S5CVH38SVS81,Agricultural Equipment,Specialized Skill
KS120BJ6N7B4XST6WYMW,Agricultural Microbiology,Specialized Skill
ESA4787954999202362B,Agricultural Policy,Specialized Skill
KS120BK6RN5NN5LVV63N,Agricultural Productivity,Specialized Skill
ES8BC47EAFAD28454C74,Agricultural Sales,Specialized Skill
ES7B7C010AA9A09E0EBC,Agricultural Science,Specialized Skill
ESA2D0620B36194A09BC,Agricultural Tractors,Specialized Skill
KS120BL5Y82H6T9F0F1B,Agriculture,Specialized Skill
KS120BL64X2GN3MV855J,Agrobacterium,Specialized Skill
KS120BL6H9Z8TPFTZ1C2,Agrochemicals,Specialized Skill
ESC82FB481642DDF627E,Agroecology,Specialized Skill
ESA0EFE56CC2D1D63A1B,Agroforestry,Specialized Skill
KS120BM62HXQNFC2Y97Q,Agroinfiltration,Specialized Skill
ES3138113FCCC45863D9,Agronomy,Specialized Skill
ES5FACBAC5EBCB97F434,Aha! (Software),Specialized Skill
KS120BT66YR3420737B6,Ahrefs Site Explorer,Specialized Skill
KS120C06M0F3Z2PXLRSX,Aikido,Specialized Skill
KS120C179VVM5SNQ156R,Aimaq Dialects,Specialized Skill
ES51DCC2345B773042C4,Aimsun,Specialized Skill
KS7G4BZ6YYJX84KS61V3,Ainu Language,Specialized Skill
KS1258N6LM1DD75W9GBW,Air And Ocean Freight Forwarding,Specialized Skill
KS120C377Q90R3BF9NGD,Air Assault,Specialized Skill
KS120C4654W8FTSMB9VP,Air Brakes,Specialized Skill
KSKP8KZFOPLC3JSMVRTS,Air Brush,Specialized Skill
KS7G22M6GJYQFFWGQX4W,Air Carbon Arc,Specialized Skill
KS120C271VQT1KKLDWV7,Air Carbon Arc Cutting,Specialized Skill
KS120C4717JP12V5P6C7,Air Cargos,Specialized Skill
BGS8822BBB2573D06905,Air Conditioner Installation,Specialized Skill
BGSA3A2D29BED58B974E,Air Conditioning Repair,Specialized Skill
ES95E4E904B0394E94A0,Air Distribution Systems,Specialized Skill
BGS155A284090270992E,Air Filter Replacement,Specialized Skill
KS120C7745Q0X2ZSTK31,Air Filters,Specialized Skill
ESFD631C35F932B14FFD,Air Flow Tests,Specialized Skill
KS1209R6RFPWV58K6TBF,Air Force Equipment Management Systems,Specialized Skill
BGS4C2D49E6E50340A44,Air Force Network,Specialized Skill
KS1209Z60GGVP096PPZH,Air Force Satellite Control Networks,Specialized Skill
BGS8383DF0AB459593A1,Air Force Technical Order (TO),Specialized Skill
KS7G2J76K21177K25J0V,Air Hammers,Specialized Skill
KS120C86DG3D0FFMXKNY,Air Handler,Specialized Skill
KS120C86DZDQSYF9TDYV,Air Navigation,Specialized Skill
BGSFB016B8E7C8FDB39B,Air Permitting,Specialized Skill
KS120C874QM7G9SJCZL3,Air Pollution Control,Specialized Skill
KS120CC6CSHSXNVW82TX,Air Quality,Specialized Skill
KS120CC6RZFTMKHL5RJS,Air Quality Control,Specialized Skill
BGS312FBE7B83AD8129F,Air Sampling,Specialized Skill
BGS2F302936F69A77BB3,Air Sealing,Specialized Skill
ESDC78452CBA8CF4F1EF,Air Separation,Specialized Skill
ESA8BD9A9E5954CD0AC9,Air Source Heat Pump,Specialized Skill
KS120CC700VML24Z1VCZ,Air Stripping,Specialized Skill
KS120CF6HN55WXY0GZ14,Air Traffic Control,Specialized Skill
BGSFEC0BD96C431003B7,Air Traffic Flow,Specialized Skill
ESFD29E179C90BAADC68,Air Traffic Management,Specialized Skill
KS120C66YSVHPZGG3T6Y,Air-Cooled Engines,Specialized Skill
KS120C86STBXWJHQTYP0,Air-Operated Valve,Specialized Skill
ESD8A44F4F609EFB2131,Air-Sea Interaction,Specialized Skill
ES980F52E63A47DE16E5,AirMagnet (Site Survey Software),Specialized Skill
KS120CQ6SG1FZ32G3FRX,AirSnort,Specialized Skill
KS120V16TYXT86D14MQB,Airborne Warning And Control Systems,Specialized Skill
KS120CG6SZGHR19TTTGR,Airbrush Makeup,Specialized Skill
ES5B15810AD791864C19,Airbyte,Specialized Skill
KS120CH736SFBPSX4KH3,Aircrack-Ng,Specialized Skill
BGSD62D30138B99A9E22,Aircraft Accident Investigation,Specialized Skill
BGSD364FBC2A0F30A6A8,Aircraft Analysis,Specialized Skill
KS49PKRED7E2MN5JOVQE,Aircraft Assembly,Specialized Skill
KS1203D6XQRDVXMDNS98,Aircraft Communication Addressing And Reporting Systems,Specialized Skill
KS7G83H6SMKRLFDXJQNC,Aircraft Design,Specialized Skill
KS120CJ6PLGZLHWF8PZC,Aircraft Electronics,Specialized Skill
KS120CL646RTC5DXLNDJ,Aircraft Handler,Specialized Skill
KS120CL67ZY0DLFVP9XS,Aircraft Interiors,Specialized Skill
KS120CQ6C00JFDYPBW0Q,Aircraft Inventory And Readiness Reporting System (AIRRS),Specialized Skill
BGS5E20414E90CA74496,Aircraft Leasing,Specialized Skill
KS120CL621K5RQZCY0R1,Aircraft Maintenance,Specialized Skill
KS120CL6SFQ0YXFLVR1Y,Aircraft Records,Specialized Skill
KS120CL78FWF40ZP69BD,Aircraft Seats,Specialized Skill
KS4BT2LI70V8ITBM6E4L,Aircraft Technology,Specialized Skill
KS3NPBYY6HOAQYJVJQOJ,Aircraft Weapons,Specialized Skill
ESCD404016215085B47E,Airfield Operations,Specialized Skill
KS120C85ZDRJQ777101W,Airflow,Specialized Skill
KS8QJ8CPTGF2YHCF31KA,Airline Catering,Specialized Skill
ES9DEB827A600AC2803F,Airline Economics,Specialized Skill
BGS5DD803E7473CDB389,Airline Management,Specialized Skill
KS120CN66516B486D2H9,Airline Reservations Systems,Specialized Skill
KS120CP666RZ4YFLDSQV,Airman Leadership,Specialized Skill
KS120CP6MD07VSFS6N61,Aironet Wireless Communications,Specialized Skill
KS120CP6W0KVJY0PW4Q2,Airplay,Specialized Skill
KSUWHJFOM8DLMO6ZKHDF,Airport Authorities,Specialized Skill
KS1204G5Z495HW02FGJ0,Airport Concessions Disadvantaged Business Enterprise (ACDBE),Specialized Skill
KS120KB6YC4HMBSR59GK,Airport Express (Apple Inc. Peripherals),Specialized Skill
KS120F85ZG7MW4SDJM3X,Airport Movement Area Safety Systems,Specialized Skill
ES8F4BBE0ADC058D5137,Airport Security,Specialized Skill
KSBG9TMKCAIKX6H8XZZU,Airport Transportation,Specialized Skill
KSJV2WDBB77JPT1M573W,Airprint,Specialized Skill
KS120CQ6TKQJZ8JQRSN1,Airspace,Specialized Skill
ESA812EE987E30DFD8FD,Airtable,Specialized Skill
ES408A65779718C81484,Airtightness Testing,Specialized Skill
KS1AXEV820JRITFOSHBH,Airwatch,Specialized Skill
KS120CQ779XFR669JY07,Airway Management,Specialized Skill
KS7G0VY76BDVT3BV2S35,Airway-Breathing-Compressions,Specialized Skill
KS120CR6F73387C47KZL,Airworthiness,Specialized Skill
ES7947C5DF69201A2341,Airworthiness Engineering,Specialized Skill
KS2XMQ8ZOUKBC30CV9D7,Ajax.net,Specialized Skill
KS120CX5X46C1TW8STBM,Ajax4jsf,Specialized Skill
ESF243EC8E22506971A9,Ajera (Accounting Software),Specialized Skill
KS2ZNHSFEVYKZNPB5R2K,Akamai,Specialized Skill
KS7G3LS68MJ3FTGCYPP0,Akan Language,Specialized Skill
KS120CY6PMGSK86N013P,Akka (Toolkit),Specialized Skill
KSULGPKBWJXVE0WQWTDN,Akka.net,Specialized Skill
KS120CY70MMPBDBHPJ7M,Akkadian Language,Specialized Skill
KS4TMR7OFCW1P23C23GZ,Alamofire,Specialized Skill
KS120D06WH7V83H44D9T,Alarm Devices,Specialized Skill
KS120D1644R1KZ04VC15,Alarm Management,Specialized Skill
KS120D16B6HDSBBQ68N1,Alarm Monitoring,Specialized Skill
ES64EFCD465DF69A4D8A,Alation Data Catalog,Specialized Skill
ESDF8FB8B3D72EBC8DC6,Alchemer (Surveygizmo),Specialized Skill
KS120D26K8T0HRDL467X,Alchemy Catalyst,Specialized Skill
KS120D36Q8BFD9H099F2,Alcohol Education,Specialized Skill
BGSCF96E8ECD657B2AD6,Alcohol Rubs,Specialized Skill
KS120D373YHK86FRVMSK,Alcoholic Liver Disease,Specialized Skill
ESF4940C62F7A1849792,Aldrete Scoring System,Specialized Skill
KS120D5719LQ4VK55SGD,Alembic (Data Migration Tool),Specialized Skill
ES2C36521AAEF98A8EA0,Alerton (Building Automation System),Specialized Skill
ES32CD3C43AC67EE4B7F,Alexa Skills Kit,Specialized Skill
ESCAD0FEDCA8DD6E8853,Alfabet (Software),Specialized Skill
KS120D66SVT2NNXS1P1B,Alfresco ECM,Specialized Skill
KS120D75VWSCTG85F3F0,Algae,Specialized Skill
KS120D76BVLDMHRQVH8L,Algaecide,Specialized Skill
KS120D860H0P77RH6GND,Algebra,Specialized Skill
KS120D865Y9SK8NXBD84,Algebraic Modeling Language,Specialized Skill
KSIMOW77X2380L1CW6UJ,Algolia,Specialized Skill
KS120D96H7R27D70W4Q0,Algorithm Analysis,Specialized Skill
KS120D976LFGP57NKY7P,Algorithm Design,Specialized Skill
KS120D86SP2JCLXPQ3ZX,Algorithmic Trading,Specialized Skill
KS120D96FHL88PZDKZKH,Algorithms,Specialized Skill
KS120DD655ZR3YDH89TP,Aliasing,Specialized Skill
ESF566A21E110A2D0187,Alibaba Cloud,Specialized Skill
KS120DD6YX75Z6Q32HL4,Alibre Design,Specialized Skill
ES5432AD0019D7278E53,Alice Concierge (Software),Specialized Skill
ESA3324EC7383F333C37,AlienVault,Specialized Skill
KS120DD78KFBFQ7J62Q9,Alimony,Specialized Skill
KS120DG6XTPSXGS7D7DX,Alkaline Lysis,Specialized Skill
KS120DG6YR2HPY7NB4R2,Alkalinity Tests,Specialized Skill
KS120DH73TS3WR4S3JN4,Alkalis,Specialized Skill
KS686CT748YM1F560QGT,Alkylation Units,Specialized Skill
